Id,Universitas,Rank Universitas (Indonesia),Program Studi,Daya Tampung,Gelar ,UKT WNI,UKT WNA,SUMBER,Tanggal Akses,Provinsi
205,Universitas Surabaya,1116,Pendidikan Matematika,0,,13200000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025,Jawa Timur
206,Universitas Surabaya,1116,Biologi,0,,13200000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025,Jawa Timur
207,Universitas Surabaya,1116,Fisika,0,,12100000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025,Jawa Timur
208,Universitas Surabaya,1116,Administrasi Publik,0,,12000000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025,Jawa Timur
209,Universitas Surabaya,1116,Hukum,0,,12000000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025,Jawa Timur
210,Universitas Surabaya,1116,Pendidikan Bahasa Mandarin,0,,11000000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025,Jawa Timur
211,Universitas Surabaya,1116,Sastra Inggris,0,,12000000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025,Jawa Timur
"212,Universitas Surabaya,1116,""Pendidikan Jasmani, Rekreasi dan Kesehatan"",0,,13200000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025,Jawa Timur"
213,Universitas Surabaya,1116,Pendidikan Kepelatihan Olahraga,0,,13200000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025,Jawa Timur
214,Universitas Surabaya,1116,Administrasi Publik (Sekolah Kejuruan),0,,12600000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025,Jawa Timur
215,Universitas Surabaya,1116,Teknik Elektro,0,,12100000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025,Jawa Timur
216,Universitas Surabaya,1116,Ekonomi Islam,0,,12000000,,https://statik.unesa.ac.id/profileunesa_konten_statik/uploads/iup/file/a010d662-6cc2-480c-94fc-dbca813427c7.pdf,8 Mei 2025,Jawa Timur
