Id,Universitas,Rank Universitas (Indonesia),Fakultas,Program Studi,Daya Tampung,Gelar ,UKT WNI,UKT WNA,SUMBER,Tanggal Akses
78,Universitas Padjajaran,181,,Bisnis Digital,40,,18000000,,https://info.admission.unpad.ac.id/IUP & https://edukasi.sindonews.com/read/1370193/211/pendaftaran-kelas-internasional-unpad-2024-dibuka-segini-biaya-kuliahnya-1714698321?showpage=all & https://www.unpad.ac.id/2024/05/pendaftaran-dibuka-14-prodi-iup-punya-kesempatan-belajar-ke-mancanegara/,6 Mei 2025
79,Universitas Padjajaran,181,,Ilmu Perikanan,40,,18000000,,https://info.admission.unpad.ac.id/IUP & https://edukasi.sindonews.com/read/1370193/211/pendaftaran-kelas-internasional-unpad-2024-dibuka-segini-biaya-kuliahnya-1714698321?showpage=all & https://www.unpad.ac.id/2024/05/pendaftaran-dibuka-14-prodi-iup-punya-kesempatan-belajar-ke-mancanegara/,6 Mei 2025
80,Universitas Padjajaran,181,,Ilmu Kelautan,40,,18000000,,https://info.admission.unpad.ac.id/IUP & https://edukasi.sindonews.com/read/1370193/211/pendaftaran-kelas-internasional-unpad-2024-dibuka-segini-biaya-kuliahnya-1714698321?showpage=all & https://www.unpad.ac.id/2024/05/pendaftaran-dibuka-14-prodi-iup-punya-kesempatan-belajar-ke-mancanegara/,6 Mei 2025
81,Universitas Padjajaran,181,,Kedokteran Gigi,40,,50000000,,https://info.admission.unpad.ac.id/IUP & https://edukasi.sindonews.com/read/1370193/211/pendaftaran-kelas-internasional-unpad-2024-dibuka-segini-biaya-kuliahnya-1714698321?showpage=all & https://www.unpad.ac.id/2024/05/pendaftaran-dibuka-14-prodi-iup-punya-kesempatan-belajar-ke-mancanegara/,6 Mei 2025
82,Universitas Padjajaran,181,,Farmasi,40,,28000000,,https://info.admission.unpad.ac.id/IUP & https://edukasi.sindonews.com/read/1370193/211/pendaftaran-kelas-internasional-unpad-2024-dibuka-segini-biaya-kuliahnya-1714698321?showpage=all & https://www.unpad.ac.id/2024/05/pendaftaran-dibuka-14-prodi-iup-punya-kesempatan-belajar-ke-mancanegara/,6 Mei 2025
83,Universitas Padjajaran,181,,Hukum,40,,18000000,,https://info.admission.unpad.ac.id/IUP & https://edukasi.sindonews.com/read/1370193/211/pendaftaran-kelas-internasional-unpad-2024-dibuka-segini-biaya-kuliahnya-1714698321?showpage=all & https://www.unpad.ac.id/2024/05/pendaftaran-dibuka-14-prodi-iup-punya-kesempatan-belajar-ke-mancanegara/,6 Mei 2025
84,Universitas Padjajaran,181,,Hubungan internasional,40,,18000000,,https://info.admission.unpad.ac.id/IUP & https://edukasi.sindonews.com/read/1370193/211/pendaftaran-kelas-internasional-unpad-2024-dibuka-segini-biaya-kuliahnya-1714698321?showpage=all & https://www.unpad.ac.id/2024/05/pendaftaran-dibuka-14-prodi-iup-punya-kesempatan-belajar-ke-mancanegara/,6 Mei 2025
85,Universitas Padjajaran,181,,Ilmu Komunikasi,40,,18000000,,https://info.admission.unpad.ac.id/IUP & https://edukasi.sindonews.com/read/1370193/211/pendaftaran-kelas-internasional-unpad-2024-dibuka-segini-biaya-kuliahnya-1714698321?showpage=all & https://www.unpad.ac.id/2024/05/pendaftaran-dibuka-14-prodi-iup-punya-kesempatan-belajar-ke-mancanegara/,6 Mei 2025
86,Universitas Padjajaran,181,,Kedokteran,40,,50000000,,https://info.admission.unpad.ac.id/IUP & https://edukasi.sindonews.com/read/1370193/211/pendaftaran-kelas-internasional-unpad-2024-dibuka-segini-biaya-kuliahnya-1714698321?showpage=all & https://www.unpad.ac.id/2024/05/pendaftaran-dibuka-14-prodi-iup-punya-kesempatan-belajar-ke-mancanegara/,6 Mei 2025
87,Universitas Padjajaran,181,,Administrasi Bisnis,40,,17000000,,https://info.admission.unpad.ac.id/IUP & https://edukasi.sindonews.com/read/1370193/211/pendaftaran-kelas-internasional-unpad-2024-dibuka-segini-biaya-kuliahnya-1714698321?showpage=all & https://www.unpad.ac.id/2024/05/pendaftaran-dibuka-14-prodi-iup-punya-kesempatan-belajar-ke-mancanegara/,6 Mei 2025
88,Universitas Indonesia,70,,Akuntansi ,30,Ganda,29300000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
89,Universitas Indonesia,70,,Akuntansi ,12,Tunggal,29300000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
90,Universitas Indonesia,70,,Arsitektur ,21,Ganda,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
91,Universitas Indonesia,70,,Arsitektur ,7,Tunggal,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
92,Universitas Indonesia,70,,Bisnis Islam ,7,Tunggal,29300000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
93,Universitas Indonesia,70,,Ilmu Ekonomi ,34,Ganda,29300000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
94,Universitas Indonesia,70,,Ilmu Ekonomi ,15,Tunggal,29300000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
95,Universitas Indonesia,70,,Ilmu Ekonomi Islam ,3,Tunggal,29300000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
96,Universitas Indonesia,70,,Ilmu Hukum ,36,Tunggal,28000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
97,Universitas Indonesia,70,,Ilmu Komputer ,20,Ganda,29300000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
98,Universitas Indonesia,70,,Ilmu Komunikasi ,25,Ganda,28000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
99,Universitas Indonesia,70,,Manajemen ,44,Ganda,29300000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
100,Universitas Indonesia,70,,Manajemen ,19,Tunggal,29300000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
101,Universitas Indonesia,70,,Pendidikan Dokter Gigi ,24,Tunggal,64500000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
102,Universitas Indonesia,70,,Pendidikan Dokter Kelas Khusus Internasional ,60,Ganda,51700000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
103,Universitas Indonesia,70,,Psikologi ,15,Ganda,34000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
104,Universitas Indonesia,70,,Psikologi ,15,Ganda,34000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
105,Universitas Indonesia,70,,Teknik Bioproses ,10,Ganda,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
106,Universitas Indonesia,70,,Teknik Bioproses ,10,Tunggal,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
107,Universitas Indonesia,70,,Teknik Elektro ,21,Ganda,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
108,Universitas Indonesia,70,,Teknik Elektro ,7,Tunggal,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
109,Universitas Indonesia,70,,Teknik Industri ,37,Ganda,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
110,Universitas Indonesia,70,,Teknik Industri ,12,Tunggal,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
111,Universitas Indonesia,70,,Teknik Kimia ,21,Ganda,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
112,Universitas Indonesia,70,,Teknik Kimia ,7,Tunggal,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
113,Universitas Indonesia,70,,Teknik Komputer ,10,Ganda,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
114,Universitas Indonesia,70,,Teknik Komputer ,11,Tunggal,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
115,Universitas Indonesia,70,,Teknik Lingkungan ,10,Ganda,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
116,Universitas Indonesia,70,,Teknik Mesin ,20,Ganda,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
117,Universitas Indonesia,70,,Teknik Mesin ,7,Tunggal,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
118,Universitas Indonesia,70,,Teknik Metalurgi ,17,Ganda,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
119,Universitas Indonesia,70,,Teknik Metalurgi ,7,Tunggal,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
120,Universitas Indonesia,70,,Teknik Perkapalan ,2,Ganda,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
121,Universitas Indonesia,70,,Teknik Perkapalan ,1,Tunggal,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
122,Universitas Indonesia,70,,Teknik Sipil ,21,Ganda,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
123,Universitas Indonesia,70,,Teknik Sipil ,7,,25000000,,https://simak.ui.ac.id/kelas-internasional.html & https://simak.ui.ac.id/uncategorized-biaya-pendidikan/,5 Mei 2025
124,Universitas Brawijawa,196,,Ilmu Hukum,30,,20948500 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 mei 2025
125,Universitas Brawijawa,196,, Akuntansi  ,30,,15000000 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
126,Universitas Brawijawa,196,,"Ekonomi, Keuangan dan  Perbankan",30,,15000000 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
127,Universitas Brawijawa,196,,Manajemen,20,,15000000 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
128,Universitas Brawijawa,196,,Administrasi  Pendidikan  ,30,,10400000 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
129,Universitas Brawijawa,196,,Administrasi  Publik ,20,,14080500 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
130,Universitas Brawijawa,196,,Administrasi  Bisnis ,20,,14080500 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
131,Universitas Brawijawa,196,,Ilmu  Perpustakaan  ,20,,10400000 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
132,Universitas Brawijawa,196,,Pariwisata ,30,,14080500 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
133,Universitas Brawijawa,196,,Perpajakan  ,30,,14080500 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
134,Universitas Brawijawa,196,,Peternakan,30,,14000000 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
135,Universitas Brawijawa,196,,Teknik Sipil,30,,21000000 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
136,Universitas Brawijawa,196,,Teknik Industri ,30,,21000000 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
137,Universitas Brawijawa,196,,Kedokteran ,40,,45000000 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
138,Universitas Brawijawa,196,,Ilmu dan  Teknologi Pangan  ,30,,14719000 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
139,Universitas Brawijawa,196,,Bioteknologi  ,30,,14719000 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
140,Universitas Brawijawa,196,,Teknologi  Industri Pertanian ,30,,14130000 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
141,Universitas Brawijawa,196,,Teknik  Lingkungan ,30,,14719000 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
142,Universitas Brawijawa,196,,Teknologi  Bioproses  ,30,,14719000 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
143,Universitas Brawijawa,196,,Hubungan  Internasional  ,30,,12500000 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
144,Universitas Brawijawa,196,,Ilmu Politik  ,40,,12500000 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
145,Universitas Brawijawa,196,,Ilmu Komunikasi ,20,,13500000 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
146,Universitas Brawijawa,196,,Sastra Inggris ,20,,9533550 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
147,Universitas Brawijawa,196,, Sastra Jepang ,20,,9533550 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
148,Universitas Brawijawa,196,,Pendidikan  Dokter Hewan  ,30,,34000000 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
149,Universitas Brawijawa,196,,Sistem Informasi ,20,,14600000 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
150,Universitas Brawijawa,196,,Agribisnis ,20,,16245200 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
151,Universitas Brawijawa,196,,Agroekoteknologi ,20,,16245200 ,,https://selma.ub.ac.id/international-undergraduate-program-2025/ & http://selma.ub.ac.id/tuition-fee-iup-2024/ & https://selma.ub.ac.id/international-undergraduate-program-iup/,5 Mei 2025
152,Institut Pertanian Bogor,191,,Smart Agriculture,18,,25000000,,https://admisi.ipb.ac.id/indonesian-applicant/ & https://iupkki.com/biaya-kuliah-iup-ipb/ & https://admisi.ipb.ac.id/en/daya-tampung-program-sarjana/,5 Mei 2025
153,Institut Pertanian Bogor,191,,Kedokteran Hewan,88,,30000000,,https://admisi.ipb.ac.id/indonesian-applicant/ & https://iupkki.com/biaya-kuliah-iup-ipb/ & https://admisi.ipb.ac.id/en/daya-tampung-program-sarjana/,5 Mei 2025
154,Institut Pertanian Bogor,191,,Teknologi Pangan,52,,25000000,,https://admisi.ipb.ac.id/indonesian-applicant/ & https://iupkki.com/biaya-kuliah-iup-ipb/ & https://admisi.ipb.ac.id/en/daya-tampung-program-sarjana/,5 Mei 2025
155,Institut Pertanian Bogor,191,,teknik Industri Pertanian,52,,0,,https://admisi.ipb.ac.id/indonesian-applicant/ & https://iupkki.com/biaya-kuliah-iup-ipb/ & https://admisi.ipb.ac.id/en/daya-tampung-program-sarjana/,5 Mei 2025
156,Institut Pertanian Bogor,191,,Bisnis,92,,25000000,,https://admisi.ipb.ac.id/indonesian-applicant/ & https://iupkki.com/biaya-kuliah-iup-ipb/ & https://admisi.ipb.ac.id/en/daya-tampung-program-sarjana/,5 Mei 2025
157,Institut Pertanian Bogor,191,,Ilmu dan Teknologi Kelautan,59,,0,,https://admisi.ipb.ac.id/indonesian-applicant/ & https://iupkki.com/biaya-kuliah-iup-ipb/ & https://admisi.ipb.ac.id/en/daya-tampung-program-sarjana/,5 Mei 2025
158,Institut Pertanian Bogor,191,,Manajemen,60,,0,,https://admisi.ipb.ac.id/indonesian-applicant/ & https://iupkki.com/biaya-kuliah-iup-ipb/ & https://admisi.ipb.ac.id/en/daya-tampung-program-sarjana/,5 Mei 2025
159,Institut Pertanian Bogor,191,,Agribisnis,72,,0,,https://admisi.ipb.ac.id/indonesian-applicant/ & https://iupkki.com/biaya-kuliah-iup-ipb/ & https://admisi.ipb.ac.id/en/daya-tampung-program-sarjana/,5 Mei 2025
160,Institut Pertanian Bogor,191,,Ekonomi Sumberdaya dan Lingkungan,59,,0,,https://admisi.ipb.ac.id/indonesian-applicant/ & https://iupkki.com/biaya-kuliah-iup-ipb/ & https://admisi.ipb.ac.id/en/daya-tampung-program-sarjana/,5 Mei 2025
161,Institut Pertanian Bogor,191,,Ekonomi Syariah,52,,0,,https://admisi.ipb.ac.id/indonesian-applicant/ & https://iupkki.com/biaya-kuliah-iup-ipb/ & https://admisi.ipb.ac.id/en/daya-tampung-program-sarjana/,5 Mei 2025
162,Institut Pertanian Bogor,191,,Biologi,50,,0,,https://admisi.ipb.ac.id/indonesian-applicant/ & https://iupkki.com/biaya-kuliah-iup-ipb/ & https://admisi.ipb.ac.id/en/daya-tampung-program-sarjana/,5 Mei 2025
163,Institut Pertanian Bogor,191,,Kimia,54,,0,,https://admisi.ipb.ac.id/indonesian-applicant/ & https://iupkki.com/biaya-kuliah-iup-ipb/ & https://admisi.ipb.ac.id/en/daya-tampung-program-sarjana/,5 Mei 2025
164,Universitas Sebelas Maret,256,,Akuntansi,51,,17500000,,https://bimbelkedokteran.id/blog/mengenal-kelas-internasional-uns-program-syarat-dan-biaya/ & https://www.medcom.id/pendidikan/news-pendidikan/ybJm3lWN-masuk-kelas-internasional-unhas-lewat-jalur-mandiri-ini-cara-daftar-dan-biaya-kuliahnya & https://dikmawa.unhas.ac.id/kelas-internasional-id/ & chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://dikmawa.unhas.ac.id/wp-content/uploads/2024/12/UKT-Kelas-Internasional-WNI-WNA-2024.pdf.pdf,5 Mei 2025
165,Universitas Sebelas Maret,256,,Ekonomi Pembangunan,54,,17500000,,https://bimbelkedokteran.id/blog/mengenal-kelas-internasional-uns-program-syarat-dan-biaya/ & https://www.medcom.id/pendidikan/news-pendidikan/ybJm3lWN-masuk-kelas-internasional-unhas-lewat-jalur-mandiri-ini-cara-daftar-dan-biaya-kuliahnya & https://dikmawa.unhas.ac.id/kelas-internasional-id/ & chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://dikmawa.unhas.ac.id/wp-content/uploads/2024/12/UKT-Kelas-Internasional-WNI-WNA-2024.pdf.pdf,5 Mei 2025
166,Universitas Hasanuddin,329,Kedokteran,Manajemen,0,,"19,500,000",,https://bimbelkedokteran.id/blog/mengenal-kelas-internasional-uns-program-syarat-dan-biaya/ & https://www.medcom.id/pendidikan/news-pendidikan/ybJm3lWN-masuk-kelas-internasional-unhas-lewat-jalur-mandiri-ini-cara-daftar-dan-biaya-kuliahnya & https://dikmawa.unhas.ac.id/kelas-internasional-id/ & chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://dikmawa.unhas.ac.id/wp-content/uploads/2024/12/UKT-Kelas-Internasional-WNI-WNA-2024.pdf.pdf,5 Mei 2025
167,Universitas Hasanuddin,329,Hukum,Akuntansi,0,,"19,500,000",,https://bimbelkedokteran.id/blog/mengenal-kelas-internasional-uns-program-syarat-dan-biaya/ & https://www.medcom.id/pendidikan/news-pendidikan/ybJm3lWN-masuk-kelas-internasional-unhas-lewat-jalur-mandiri-ini-cara-daftar-dan-biaya-kuliahnya & https://dikmawa.unhas.ac.id/kelas-internasional-id/ & chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://dikmawa.unhas.ac.id/wp-content/uploads/2024/12/UKT-Kelas-Internasional-WNI-WNA-2024.pdf.pdf,5 Mei 2025
168,Universitas Hasanuddin,329,Ekonomi dan Bisnis,Hubungan Internasional,0,,"19,500,000",,https://bimbelkedokteran.id/blog/mengenal-kelas-internasional-uns-program-syarat-dan-biaya/ & https://www.medcom.id/pendidikan/news-pendidikan/ybJm3lWN-masuk-kelas-internasional-unhas-lewat-jalur-mandiri-ini-cara-daftar-dan-biaya-kuliahnya & https://dikmawa.unhas.ac.id/kelas-internasional-id/ & chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://dikmawa.unhas.ac.id/wp-content/uploads/2024/12/UKT-Kelas-Internasional-WNI-WNA-2024.pdf.pdf,5 Mei 2025
169,Universitas Hasanuddin,329,,Ilmu Hukum,0,,15000000,,https://bimbelkedokteran.id/blog/mengenal-kelas-internasional-uns-program-syarat-dan-biaya/ & https://www.medcom.id/pendidikan/news-pendidikan/ybJm3lWN-masuk-kelas-internasional-unhas-lewat-jalur-mandiri-ini-cara-daftar-dan-biaya-kuliahnya & https://dikmawa.unhas.ac.id/kelas-internasional-id/ & chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://dikmawa.unhas.ac.id/wp-content/uploads/2024/12/UKT-Kelas-Internasional-WNI-WNA-2024.pdf.pdf,5 Mei 2025
170,Universitas Hasanuddin,329,,Kesehatan Masyarakat,0,,15000000,,https://bimbelkedokteran.id/blog/mengenal-kelas-internasional-uns-program-syarat-dan-biaya/ & https://www.medcom.id/pendidikan/news-pendidikan/ybJm3lWN-masuk-kelas-internasional-unhas-lewat-jalur-mandiri-ini-cara-daftar-dan-biaya-kuliahnya & https://dikmawa.unhas.ac.id/kelas-internasional-id/ & chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://dikmawa.unhas.ac.id/wp-content/uploads/2024/12/UKT-Kelas-Internasional-WNI-WNA-2024.pdf.pdf,5 Mei 2025
171,Universitas Hasanuddin,329,,Pendidikan Dokter,0,,"53,600,000",,https://bimbelkedokteran.id/blog/mengenal-kelas-internasional-uns-program-syarat-dan-biaya/ & https://www.medcom.id/pendidikan/news-pendidikan/ybJm3lWN-masuk-kelas-internasional-unhas-lewat-jalur-mandiri-ini-cara-daftar-dan-biaya-kuliahnya & https://dikmawa.unhas.ac.id/kelas-internasional-id/ & chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://dikmawa.unhas.ac.id/wp-content/uploads/2024/12/UKT-Kelas-Internasional-WNI-WNA-2024.pdf.pdf,5 Mei 2025
172,Universitas Hasanuddin,329,,Pendidikan Dokter Gigi,0,,22500000,,https://bimbelkedokteran.id/blog/mengenal-kelas-internasional-uns-program-syarat-dan-biaya/ & https://www.medcom.id/pendidikan/news-pendidikan/ybJm3lWN-masuk-kelas-internasional-unhas-lewat-jalur-mandiri-ini-cara-daftar-dan-biaya-kuliahnya & https://dikmawa.unhas.ac.id/kelas-internasional-id/ & chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://dikmawa.unhas.ac.id/wp-content/uploads/2024/12/UKT-Kelas-Internasional-WNI-WNA-2024.pdf.pdf,5 Mei 2025
173,Universitas Hasanuddin,329,,Teknik Sipil,0,,16000000,,https://bimbelkedokteran.id/blog/mengenal-kelas-internasional-uns-program-syarat-dan-biaya/ & https://www.medcom.id/pendidikan/news-pendidikan/ybJm3lWN-masuk-kelas-internasional-unhas-lewat-jalur-mandiri-ini-cara-daftar-dan-biaya-kuliahnya & https://dikmawa.unhas.ac.id/kelas-internasional-id/ & chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://dikmawa.unhas.ac.id/wp-content/uploads/2024/12/UKT-Kelas-Internasional-WNI-WNA-2024.pdf.pdf,5 Mei 2025
